ID,text,image,label,class
1085,positive,positive,positive,2
1086,neutral,positive,positive,2
1087,negative,negative,negative,0
1088,neutral,positive,positive,2
1089,neutral,neutral,neutral,1
1090,neutral,negative,negative,0
1091,positive,positive,positive,2
1092,positive,positive,positive,2
1093,positive,positive,positive,2
1094,positive,positive,positive,2
1095,positive,positive,positive,2
1096,positive,positive,positive,2
1097,positive,positive,positive,2
1098,positive,neutral,positive,2
1099,neutral,positive,positive,2
1100,positive,positive,positive,2
1101,positive,positive,positive,2
1102,neutral,negative,negative,0
1103,neutral,positive,positive,2
1104,neutral,neutral,neutral,1
1105,positive,positive,positive,2
1106,positive,neutral,positive,2
1107,neutral,positive,positive,2
1108,positive,positive,positive,2
1109,positive,positive,positive,2
1110,neutral,positive,positive,2
1111,positive,positive,positive,2
1112,positive,positive,positive,2
1113,neutral,positive,positive,2
1114,positive,positive,positive,2
1115,neutral,negative,negative,0
1116,positive,positive,positive,2
1117,negative,neutral,negative,0
1118,positive,positive,positive,2
1119,positive,positive,positive,2
1120,positive,positive,positive,2
1121,positive,positive,positive,2
1122,neutral,negative,negative,0
1123,neutral,negative,negative,0
1124,negative,negative,negative,0
1125,neutral,neutral,neutral,1
1126,positive,positive,positive,2
1127,positive,positive,positive,2
1128,positive,positive,positive,2
1129,negative,negative,negative,0
1130,neutral,positive,positive,2
1131,neutral,positive,positive,2
1132,positive,neutral,positive,2
1133,positive,positive,positive,2
1134,neutral,positive,positive,2
1135,positive,positive,positive,2
1136,positive,positive,positive,2
1137,positive,neutral,positive,2
1138,negative,neutral,negative,0
1139,neutral,negative,negative,0
1140,neutral,positive,positive,2
1141,positive,positive,positive,2
1142,neutral,negative,negative,0
1143,positive,positive,positive,2
1144,neutral,neutral,neutral,1
1145,positive,positive,positive,2
1146,neutral,positive,positive,2
1147,negative,negative,negative,0
1148,neutral,positive,positive,2
1149,positive,positive,positive,2
1150,neutral,positive,positive,2
1151,neutral,positive,positive,2
1152,positive,positive,positive,2
1153,neutral,neutral,neutral,1
1154,positive,positive,positive,2
1155,neutral,positive,positive,2
1156,negative,negative,negative,0
1157,neutral,negative,negative,0
1158,negative,negative,negative,0
1159,negative,neutral,negative,0
1160,neutral,positive,positive,2
1161,positive,neutral,positive,2
1162,neutral,neutral,neutral,1
1163,neutral,positive,positive,2
1164,positive,positive,positive,2
1165,neutral,neutral,neutral,1
1166,neutral,positive,positive,2
1167,neutral,positive,positive,2
1168,positive,neutral,positive,2
1170,neutral,positive,positive,2
1171,neutral,positive,positive,2
1172,neutral,positive,positive,2
1173,neutral,positive,positive,2
1174,neutral,negative,negative,0
1175,neutral,positive,positive,2
1176,neutral,positive,positive,2
1177,neutral,positive,positive,2
1178,neutral,positive,positive,2
1179,neutral,neutral,neutral,1
1180,neutral,neutral,neutral,1
1181,positive,positive,positive,2
1182,neutral,positive,positive,2
1184,neutral,positive,positive,2
1185,positive,positive,positive,2
1186,neutral,positive,positive,2
1187,neutral,positive,positive,2
1188,neutral,neutral,neutral,1
1189,neutral,positive,positive,2
1190,neutral,positive,positive,2
1191,positive,positive,positive,2
1192,neutral,positive,positive,2
1193,neutral,neutral,neutral,1
1194,neutral,positive,positive,2
1196,neutral,neutral,neutral,1
1197,neutral,positive,positive,2
1198,positive,positive,positive,2
1200,neutral,positive,positive,2
1201,neutral,positive,positive,2
1202,neutral,negative,negative,0
1203,neutral,positive,positive,2
1204,negative,neutral,negative,0
1205,neutral,positive,positive,2
1206,neutral,positive,positive,2
1207,positive,positive,positive,2
1208,positive,neutral,positive,2
1209,neutral,positive,positive,2
1210,positive,positive,positive,2
1211,positive,positive,positive,2
1212,neutral,positive,positive,2
1214,positive,positive,positive,2
1215,positive,positive,positive,2
1216,positive,positive,positive,2
1217,positive,positive,positive,2
1218,negative,negative,negative,0
1219,positive,neutral,positive,2
1220,neutral,neutral,neutral,1
1221,positive,positive,positive,2
1222,positive,positive,positive,2
1223,positive,positive,positive,2
1224,neutral,positive,positive,2
1225,positive,positive,positive,2
1227,neutral,positive,positive,2
1228,neutral,negative,negative,0
1230,neutral,positive,positive,2
1231,neutral,positive,positive,2
1232,neutral,positive,positive,2
1233,positive,positive,positive,2
1234,positive,neutral,positive,2
1235,positive,positive,positive,2
1236,positive,positive,positive,2
1237,positive,positive,positive,2
1238,neutral,neutral,neutral,1
1239,positive,positive,positive,2
1240,neutral,positive,positive,2
1241,neutral,positive,positive,2
1242,neutral,neutral,neutral,1
1243,positive,neutral,positive,2
1244,neutral,positive,positive,2
1245,positive,positive,positive,2
1246,negative,negative,negative,0
1247,negative,negative,negative,0
1249,positive,positive,positive,2
1250,negative,negative,negative,0
1251,neutral,neutral,neutral,1
1252,negative,negative,negative,0
1253,positive,positive,positive,2
1254,neutral,negative,negative,0
1255,neutral,positive,positive,2
1256,positive,positive,positive,2
1257,neutral,negative,negative,0
1258,neutral,positive,positive,2
1259,positive,neutral,positive,2
1260,neutral,positive,positive,2
1261,neutral,neutral,neutral,1
1262,positive,positive,positive,2
1263,neutral,negative,negative,0
1264,neutral,negative,negative,0
1265,negative,negative,negative,0
1266,negative,negative,negative,0
1267,neutral,positive,positive,2
1268,neutral,negative,negative,0
1269,negative,negative,negative,0
1270,neutral,positive,positive,2
1271,positive,neutral,positive,2
1272,positive,positive,positive,2
1273,positive,positive,positive,2
1274,positive,positive,positive,2
1275,neutral,positive,positive,2
1276,neutral,positive,positive,2
1277,neutral,positive,positive,2
1278,neutral,neutral,neutral,1
1279,neutral,neutral,neutral,1
1280,positive,positive,positive,2
1281,neutral,negative,negative,0
1282,neutral,neutral,neutral,1
1283,neutral,positive,positive,2
1284,neutral,neutral,neutral,1
1285,neutral,positive,positive,2
1286,neutral,negative,negative,0
1287,neutral,positive,positive,2
1288,negative,negative,negative,0
1289,neutral,positive,positive,2
1290,positive,neutral,positive,2
1291,neutral,positive,positive,2
1292,neutral,positive,positive,2
1293,negative,negative,negative,0
1294,neutral,negative,negative,0
1295,positive,positive,positive,2
1296,neutral,negative,negative,0
1297,neutral,positive,positive,2
1298,positive,positive,positive,2
1299,positive,positive,positive,2
1300,neutral,positive,positive,2
1301,positive,positive,positive,2
1303,positive,positive,positive,2
1304,positive,positive,positive,2
1305,neutral,negative,negative,0
1306,neutral,neutral,neutral,1
1307,negative,negative,negative,0
1308,neutral,neutral,neutral,1
1309,negative,negative,negative,0
1310,neutral,neutral,neutral,1
1311,neutral,positive,positive,2
1312,neutral,positive,positive,2
1313,positive,positive,positive,2
1314,positive,neutral,positive,2
1315,positive,positive,positive,2
1317,neutral,positive,positive,2
1318,neutral,positive,positive,2
1319,negative,negative,negative,0
1320,neutral,positive,positive,2
1322,positive,neutral,positive,2
1324,positive,positive,positive,2
1325,positive,positive,positive,2
1326,neutral,positive,positive,2
1327,neutral,negative,negative,0
1328,positive,positive,positive,2
1329,positive,positive,positive,2
1330,positive,positive,positive,2
1331,negative,negative,negative,0
1332,negative,negative,negative,0
1333,negative,neutral,negative,0
1334,positive,positive,positive,2
1335,positive,positive,positive,2
1336,negative,negative,negative,0
1337,positive,positive,positive,2
1340,negative,negative,negative,0
1341,positive,positive,positive,2
1343,neutral,positive,positive,2
1344,negative,negative,negative,0
1346,positive,positive,positive,2
1347,negative,negative,negative,0
1348,positive,positive,positive,2
1349,positive,neutral,positive,2
1350,positive,positive,positive,2
1351,positive,positive,positive,2
1352,positive,positive,positive,2
1353,positive,positive,positive,2
1355,positive,positive,positive,2
1356,negative,negative,negative,0
1357,positive,positive,positive,2
1358,positive,positive,positive,2
1359,negative,negative,negative,0
1361,positive,positive,positive,2
1362,negative,negative,negative,0
1363,negative,negative,negative,0
1365,negative,negative,negative,0
1366,neutral,positive,positive,2
1367,neutral,negative,negative,0
1368,neutral,positive,positive,2
1369,positive,positive,positive,2
1370,positive,positive,positive,2
1371,positive,positive,positive,2
1372,negative,negative,negative,0
1373,negative,negative,negative,0
1374,neutral,positive,positive,2
1375,neutral,negative,negative,0
1376,positive,positive,positive,2
1377,neutral,positive,positive,2
1378,negative,negative,negative,0
1379,negative,negative,negative,0
1380,negative,negative,negative,0
1381,negative,negative,negative,0
1382,neutral,positive,positive,2
1383,negative,negative,negative,0
1384,positive,positive,positive,2
1385,positive,positive,positive,2
1386,neutral,negative,negative,0
1387,positive,positive,positive,2
1388,positive,neutral,positive,2
1389,negative,negative,negative,0
1390,neutral,neutral,neutral,1
1391,neutral,positive,positive,2
1392,neutral,positive,positive,2
1393,neutral,negative,negative,0
1394,neutral,neutral,neutral,1
1395,positive,positive,positive,2
1396,negative,negative,negative,0
1397,neutral,neutral,neutral,1
1398,positive,positive,positive,2
1399,negative,negative,negative,0
1400,neutral,neutral,neutral,1
1401,positive,positive,positive,2
1402,neutral,negative,negative,0
1403,negative,negative,negative,0
1404,negative,negative,negative,0
1405,positive,positive,positive,2
1406,positive,positive,positive,2
1407,positive,positive,positive,2
1408,positive,positive,positive,2
1410,neutral,negative,negative,0
1411,positive,positive,positive,2
1412,positive,positive,positive,2
1413,neutral,negative,negative,0
1414,positive,positive,positive,2
1415,positive,neutral,positive,2
1416,positive,positive,positive,2
1417,negative,negative,negative,0
1418,negative,neutral,negative,0
1419,neutral,neutral,neutral,1
1420,positive,positive,positive,2
1421,positive,positive,positive,2
1422,positive,positive,positive,2
1423,positive,positive,positive,2
1424,positive,positive,positive,2
1425,positive,positive,positive,2
1426,positive,positive,positive,2
1427,positive,positive,positive,2
1428,positive,positive,positive,2
1429,positive,positive,positive,2
1430,positive,positive,positive,2
1431,positive,positive,positive,2
1432,neutral,positive,positive,2
1433,positive,positive,positive,2
1434,neutral,positive,positive,2
1435,neutral,neutral,neutral,1
1436,neutral,negative,negative,0
1437,positive,positive,positive,2
1438,positive,positive,positive,2
1439,positive,neutral,positive,2
1440,neutral,positive,positive,2
1441,neutral,neutral,neutral,1
1442,positive,positive,positive,2
1443,negative,negative,negative,0
1444,negative,negative,negative,0
1445,neutral,negative,negative,0
1446,positive,neutral,positive,2
1447,positive,positive,positive,2
1448,positive,positive,positive,2
1449,positive,positive,positive,2
1451,negative,negative,negative,0
1453,neutral,positive,positive,2
1454,positive,positive,positive,2
1455,negative,negative,negative,0
1456,neutral,positive,positive,2
1457,neutral,neutral,neutral,1
1458,positive,positive,positive,2
1459,positive,positive,positive,2
1460,negative,negative,negative,0
1461,positive,positive,positive,2
1462,positive,positive,positive,2
1463,positive,neutral,positive,2
1464,positive,positive,positive,2
1465,positive,positive,positive,2
1466,positive,positive,positive,2
1467,neutral,positive,positive,2
1468,positive,positive,positive,2
1469,positive,positive,positive,2
1470,positive,positive,positive,2
1471,neutral,neutral,neutral,1
1472,positive,positive,positive,2
1473,positive,positive,positive,2
1474,neutral,positive,positive,2
1475,positive,positive,positive,2
1476,neutral,positive,positive,2
1477,neutral,positive,positive,2
1479,positive,positive,positive,2
1480,neutral,negative,negative,0
1481,positive,neutral,positive,2
1483,positive,neutral,positive,2
1484,neutral,positive,positive,2
1485,negative,negative,negative,0
1486,neutral,negative,negative,0
1487,positive,positive,positive,2
1488,negative,negative,negative,0
1489,positive,positive,positive,2
1490,negative,negative,negative,0
1491,positive,positive,positive,2
1492,neutral,negative,negative,0
1493,neutral,positive,positive,2
1495,positive,positive,positive,2
1496,neutral,positive,positive,2
1497,neutral,positive,positive,2
1498,neutral,negative,negative,0
1499,positive,positive,positive,2
1500,positive,positive,positive,2
1501,positive,positive,positive,2
1502,negative,negative,negative,0
1503,neutral,positive,positive,2
1504,positive,positive,positive,2
1505,positive,positive,positive,2
1506,neutral,positive,positive,2
1507,negative,negative,negative,0
1508,negative,negative,negative,0
1509,neutral,neutral,neutral,1
1510,neutral,negative,negative,0
1511,neutral,neutral,neutral,1
1512,negative,negative,negative,0
1513,negative,negative,negative,0
1514,negative,negative,negative,0
1515,neutral,negative,negative,0
1516,neutral,negative,negative,0
1517,negative,negative,negative,0
1518,positive,positive,positive,2
1519,positive,positive,positive,2
1520,neutral,negative,negative,0
1521,positive,positive,positive,2
1522,positive,positive,positive,2
1523,neutral,positive,positive,2
1524,neutral,positive,positive,2
1525,neutral,positive,positive,2
1526,neutral,negative,negative,0
1527,neutral,negative,negative,0
1528,negative,negative,negative,0
1530,neutral,negative,negative,0
1531,positive,positive,positive,2
1532,neutral,negative,negative,0
1533,neutral,negative,negative,0
1534,negative,negative,negative,0
1535,neutral,positive,positive,2
1536,neutral,positive,positive,2
1537,negative,negative,negative,0
1538,negative,negative,negative,0
1539,positive,positive,positive,2
1540,negative,negative,negative,0
1541,neutral,positive,positive,2
1542,neutral,positive,positive,2
1543,neutral,negative,negative,0
1544,neutral,negative,negative,0
1546,neutral,negative,negative,0
1547,negative,negative,negative,0
1548,negative,negative,negative,0
1549,neutral,neutral,neutral,1
1550,neutral,positive,positive,2
1551,neutral,neutral,neutral,1
1552,positive,positive,positive,2
1553,positive,positive,positive,2
1554,positive,positive,positive,2
1555,positive,positive,positive,2
1556,positive,positive,positive,2
1557,positive,positive,positive,2
1558,positive,positive,positive,2
1559,positive,positive,positive,2
1560,positive,positive,positive,2
1561,neutral,negative,negative,0
1562,positive,positive,positive,2
1563,positive,positive,positive,2
1564,negative,negative,negative,0
1565,negative,negative,negative,0
1566,negative,negative,negative,0
1567,positive,positive,positive,2
1568,positive,neutral,positive,2
1569,positive,positive,positive,2
1570,neutral,positive,positive,2
1571,neutral,negative,negative,0
1572,negative,negative,negative,0
1573,neutral,negative,negative,0
1574,neutral,neutral,neutral,1
1575,negative,negative,negative,0
1576,negative,negative,negative,0
1577,negative,negative,negative,0
1578,positive,neutral,positive,2
1579,neutral,neutral,neutral,1
1580,positive,positive,positive,2
1581,neutral,neutral,neutral,1
1582,neutral,positive,positive,2
1583,neutral,negative,negative,0
1584,positive,positive,positive,2
1585,positive,positive,positive,2
1586,positive,neutral,positive,2
1587,positive,positive,positive,2
1588,positive,neutral,positive,2
1589,negative,negative,negative,0
1590,neutral,negative,negative,0
1591,positive,positive,positive,2
1592,neutral,negative,negative,0
1593,negative,negative,negative,0
1594,positive,neutral,positive,2
1595,positive,positive,positive,2
1596,positive,positive,positive,2
1597,neutral,positive,positive,2
1598,neutral,positive,positive,2
1599,neutral,neutral,neutral,1
1601,positive,positive,positive,2
1602,negative,negative,negative,0
1603,neutral,neutral,neutral,1
1605,positive,positive,positive,2
1606,positive,positive,positive,2
1607,neutral,negative,negative,0
1608,neutral,positive,positive,2
1609,neutral,positive,positive,2
1610,positive,positive,positive,2
1611,positive,positive,positive,2
1612,positive,neutral,positive,2
1613,positive,positive,positive,2
1614,positive,neutral,positive,2
1615,positive,positive,positive,2
1616,positive,positive,positive,2
1617,positive,positive,positive,2
1618,positive,positive,positive,2
1620,positive,neutral,positive,2
1621,positive,neutral,positive,2
1622,neutral,neutral,neutral,1
1623,neutral,positive,positive,2
1624,positive,positive,positive,2
1625,positive,positive,positive,2
1626,positive,positive,positive,2
1627,negative,negative,negative,0
1628,positive,positive,positive,2
1629,positive,positive,positive,2
1630,positive,positive,positive,2
1631,positive,positive,positive,2
1632,positive,positive,positive,2
1633,positive,positive,positive,2
1634,positive,positive,positive,2
1635,neutral,negative,negative,0
1636,positive,positive,positive,2
1637,positive,positive,positive,2
1638,neutral,positive,positive,2
1639,positive,positive,positive,2
1640,positive,positive,positive,2
1641,positive,positive,positive,2
1642,positive,positive,positive,2
1643,positive,positive,positive,2
1644,positive,positive,positive,2
1645,positive,positive,positive,2
1646,positive,positive,positive,2
1647,positive,positive,positive,2
1648,positive,positive,positive,2
1649,neutral,neutral,neutral,1
1650,positive,positive,positive,2
1651,positive,positive,positive,2
1652,positive,positive,positive,2
1653,positive,positive,positive,2
1654,positive,positive,positive,2
1658,positive,neutral,positive,2
1660,neutral,negative,negative,0
1661,neutral,neutral,neutral,1
1662,neutral,neutral,neutral,1
1663,negative,neutral,negative,0
1665,neutral,positive,positive,2
1666,positive,positive,positive,2
1667,neutral,negative,negative,0
1668,neutral,positive,positive,2
1669,positive,positive,positive,2
1670,negative,neutral,negative,0
1673,neutral,positive,positive,2
1674,neutral,neutral,neutral,1
1675,positive,neutral,positive,2
1676,negative,negative,negative,0
1677,positive,neutral,positive,2
1679,positive,positive,positive,2
1681,negative,negative,negative,0
1682,positive,positive,positive,2
1683,positive,positive,positive,2
1685,positive,positive,positive,2
1686,positive,positive,positive,2
1687,neutral,positive,positive,2
1688,neutral,positive,positive,2
1689,negative,negative,negative,0
1690,neutral,positive,positive,2
1691,neutral,neutral,neutral,1
1692,neutral,neutral,neutral,1
1693,negative,negative,negative,0
1694,negative,negative,negative,0
1695,negative,negative,negative,0
1696,positive,positive,positive,2
1697,negative,negative,negative,0
1698,negative,negative,negative,0
1699,neutral,neutral,neutral,1
1700,neutral,positive,positive,2
1701,positive,positive,positive,2
1702,positive,positive,positive,2
1703,negative,negative,negative,0
1704,positive,positive,positive,2
1705,negative,negative,negative,0
1706,positive,positive,positive,2
1707,neutral,negative,negative,0
1709,neutral,positive,positive,2
1710,neutral,negative,negative,0
1711,neutral,positive,positive,2
1712,negative,negative,negative,0
1713,negative,negative,negative,0
1714,neutral,neutral,neutral,1
1715,positive,positive,positive,2
1716,positive,positive,positive,2
1717,positive,positive,positive,2
1718,positive,positive,positive,2
1719,neutral,positive,positive,2
1720,neutral,positive,positive,2
1721,positive,positive,positive,2
1722,neutral,neutral,neutral,1
1723,neutral,positive,positive,2
1724,neutral,positive,positive,2
1725,positive,positive,positive,2
1726,neutral,positive,positive,2
1727,neutral,positive,positive,2
1728,neutral,positive,positive,2
1729,neutral,positive,positive,2
1730,negative,negative,negative,0
1731,positive,positive,positive,2
1732,positive,positive,positive,2
1734,negative,negative,negative,0
1735,negative,negative,negative,0
1736,positive,positive,positive,2
1737,neutral,positive,positive,2
1738,negative,negative,negative,0
1739,neutral,negative,negative,0
1740,neutral,negative,negative,0
1741,neutral,negative,negative,0
1742,neutral,positive,positive,2
1743,neutral,positive,positive,2
1744,neutral,positive,positive,2
1745,neutral,positive,positive,2
1746,neutral,positive,positive,2
1747,neutral,positive,positive,2
1748,positive,positive,positive,2
1749,positive,positive,positive,2
1750,positive,positive,positive,2
1752,positive,positive,positive,2
1753,neutral,positive,positive,2
1754,negative,neutral,negative,0
1755,negative,negative,negative,0
1757,neutral,positive,positive,2
1758,positive,positive,positive,2
1759,neutral,positive,positive,2
1760,neutral,positive,positive,2
1761,negative,negative,negative,0
1763,positive,positive,positive,2
1764,positive,positive,positive,2
1765,neutral,positive,positive,2
1766,positive,positive,positive,2
1767,neutral,positive,positive,2
1768,neutral,negative,negative,0
1769,negative,negative,negative,0
1770,neutral,negative,negative,0
1773,neutral,positive,positive,2
1774,negative,neutral,negative,0
1775,neutral,negative,negative,0
1776,negative,negative,negative,0
1777,negative,negative,negative,0
1779,negative,negative,negative,0
1780,negative,negative,negative,0
1781,neutral,neutral,neutral,1
1783,negative,negative,negative,0
1784,negative,negative,negative,0
1785,negative,negative,negative,0
1786,positive,positive,positive,2
1787,positive,positive,positive,2
1788,positive,positive,positive,2
1789,neutral,positive,positive,2
1790,positive,positive,positive,2
1791,neutral,negative,negative,0
1792,positive,positive,positive,2
1793,positive,positive,positive,2
1794,positive,positive,positive,2
1795,positive,positive,positive,2
1796,positive,positive,positive,2
1797,positive,positive,positive,2
1798,positive,positive,positive,2
1799,positive,positive,positive,2
1800,neutral,neutral,neutral,1
1801,positive,positive,positive,2
1802,positive,positive,positive,2
1803,positive,positive,positive,2
1804,neutral,positive,positive,2
1806,positive,positive,positive,2
1808,neutral,neutral,neutral,1
1809,neutral,negative,negative,0
1810,neutral,positive,positive,2
1811,negative,negative,negative,0
1812,negative,negative,negative,0
1813,neutral,positive,positive,2
1815,neutral,positive,positive,2
1817,positive,positive,positive,2
1818,negative,negative,negative,0
1819,negative,negative,negative,0
1821,positive,positive,positive,2
1822,negative,negative,negative,0
1823,neutral,negative,negative,0
1824,positive,positive,positive,2
1825,neutral,positive,positive,2
1826,positive,positive,positive,2
1827,positive,positive,positive,2
1828,neutral,positive,positive,2
1829,neutral,negative,negative,0
1830,neutral,positive,positive,2
1831,neutral,positive,positive,2
1832,negative,negative,negative,0
1833,neutral,positive,positive,2
1835,neutral,negative,negative,0
1836,neutral,positive,positive,2
1837,neutral,neutral,neutral,1
1838,neutral,negative,negative,0
1839,negative,negative,negative,0
1840,negative,negative,negative,0
1841,negative,negative,negative,0
1842,neutral,positive,positive,2
1843,positive,positive,positive,2
1844,neutral,positive,positive,2
1845,positive,positive,positive,2
1846,neutral,neutral,neutral,1
1847,positive,positive,positive,2
1848,positive,positive,positive,2
1849,neutral,positive,positive,2
1850,neutral,neutral,neutral,1
1851,negative,negative,negative,0
1852,neutral,positive,positive,2
1853,neutral,neutral,neutral,1
1854,neutral,negative,negative,0
1855,negative,negative,negative,0
1856,negative,negative,negative,0
1857,neutral,negative,negative,0
1858,positive,neutral,positive,2
1859,positive,positive,positive,2
1860,positive,positive,positive,2
1861,positive,positive,positive,2
1862,neutral,neutral,neutral,1
1863,positive,positive,positive,2
1864,positive,positive,positive,2
1865,negative,negative,negative,0
1866,neutral,neutral,neutral,1
1867,positive,positive,positive,2
1868,positive,positive,positive,2
1869,neutral,positive,positive,2
1870,neutral,neutral,neutral,1
1871,neutral,neutral,neutral,1
1872,neutral,neutral,neutral,1
1873,neutral,negative,negative,0
1875,negative,negative,negative,0
1876,neutral,neutral,neutral,1
1877,positive,positive,positive,2
1878,negative,negative,negative,0
1879,positive,positive,positive,2
1880,neutral,positive,positive,2
1881,neutral,negative,negative,0
1882,positive,positive,positive,2
1883,negative,negative,negative,0
1884,neutral,neutral,neutral,1
1885,negative,negative,negative,0
1886,negative,negative,negative,0
1888,positive,positive,positive,2
1889,positive,positive,positive,2
1891,negative,negative,negative,0
1892,neutral,negative,negative,0
1893,negative,negative,negative,0
1894,negative,negative,negative,0
1895,negative,negative,negative,0
1897,neutral,positive,positive,2
1898,positive,positive,positive,2
1899,positive,positive,positive,2
1900,neutral,positive,positive,2
1901,positive,positive,positive,2
1902,negative,negative,negative,0
1904,neutral,neutral,neutral,1
1905,neutral,neutral,neutral,1
1906,neutral,negative,negative,0
1907,positive,positive,positive,2
1908,negative,negative,negative,0
1909,neutral,neutral,neutral,1
1910,neutral,negative,negative,0
1911,neutral,neutral,neutral,1
1912,neutral,neutral,neutral,1
1913,neutral,negative,negative,0
1914,neutral,negative,negative,0
1915,positive,positive,positive,2
1916,negative,neutral,negative,0
1917,positive,positive,positive,2
1918,positive,positive,positive,2
1919,negative,negative,negative,0
1920,neutral,positive,positive,2
1921,positive,positive,positive,2
1922,positive,positive,positive,2
1923,positive,positive,positive,2
1924,negative,negative,negative,0
1925,positive,positive,positive,2
1926,negative,negative,negative,0
1927,negative,negative,negative,0
1928,negative,negative,negative,0
1929,negative,neutral,negative,0
1930,neutral,positive,positive,2
1931,positive,positive,positive,2
1932,neutral,negative,negative,0
1933,positive,positive,positive,2
1934,positive,positive,positive,2
1935,neutral,positive,positive,2
1936,positive,neutral,positive,2
1937,neutral,negative,negative,0
1938,positive,positive,positive,2
1939,neutral,positive,positive,2
1940,negative,negative,negative,0
1943,negative,negative,negative,0
1944,positive,positive,positive,2
1945,negative,negative,negative,0
1946,neutral,negative,negative,0
1947,negative,negative,negative,0
1948,negative,negative,negative,0
1949,neutral,positive,positive,2
1950,negative,negative,negative,0
1951,negative,negative,negative,0
1952,negative,negative,negative,0
1953,positive,neutral,positive,2
1954,neutral,positive,positive,2
1955,negative,negative,negative,0
1956,positive,positive,positive,2
1957,neutral,negative,negative,0
1958,negative,negative,negative,0
1959,neutral,negative,negative,0
1960,positive,positive,positive,2
1961,negative,negative,negative,0
1962,positive,positive,positive,2
1964,neutral,neutral,neutral,1
1965,positive,positive,positive,2
1966,positive,positive,positive,2
1967,negative,negative,negative,0
1968,positive,positive,positive,2
1969,neutral,neutral,neutral,1
1970,positive,positive,positive,2
1971,neutral,positive,positive,2
1972,negative,negative,negative,0
1973,neutral,positive,positive,2
1974,neutral,negative,negative,0
1975,neutral,positive,positive,2
1976,positive,positive,positive,2
1977,negative,negative,negative,0
1978,neutral,negative,negative,0
1979,positive,positive,positive,2
1980,positive,positive,positive,2
1981,positive,positive,positive,2
1982,positive,neutral,positive,2
1983,positive,positive,positive,2
1984,positive,positive,positive,2
1985,positive,positive,positive,2
1986,positive,positive,positive,2
1987,positive,positive,positive,2
1988,positive,positive,positive,2
1989,positive,positive,positive,2
1990,positive,positive,positive,2
1991,neutral,positive,positive,2
1992,negative,negative,negative,0
1993,positive,positive,positive,2
1994,negative,negative,negative,0
1995,positive,positive,positive,2
1996,positive,positive,positive,2
1997,positive,positive,positive,2
1998,positive,positive,positive,2
1999,positive,positive,positive,2
2000,positive,positive,positive,2
2001,negative,negative,negative,0
2002,negative,negative,negative,0
2003,positive,positive,positive,2
2004,positive,neutral,positive,2
2005,neutral,neutral,neutral,1
2006,positive,positive,positive,2
2007,neutral,neutral,neutral,1
2008,positive,positive,positive,2
2009,neutral,positive,positive,2
2010,neutral,positive,positive,2
2011,positive,positive,positive,2
2012,neutral,neutral,neutral,1
2013,neutral,negative,negative,0
2014,neutral,positive,positive,2
2015,neutral,negative,negative,0
2016,neutral,neutral,neutral,1
2017,positive,positive,positive,2
2018,positive,positive,positive,2
2019,positive,positive,positive,2
2020,neutral,positive,positive,2
2021,neutral,positive,positive,2
2022,neutral,positive,positive,2
2023,positive,positive,positive,2
2024,neutral,neutral,neutral,1
2025,negative,negative,negative,0
2026,negative,negative,negative,0
2027,positive,positive,positive,2
2028,neutral,positive,positive,2
2029,negative,negative,negative,0
2030,positive,positive,positive,2
2031,positive,positive,positive,2
2032,positive,positive,positive,2
2033,positive,neutral,positive,2
2034,neutral,positive,positive,2
2035,positive,positive,positive,2
2036,positive,positive,positive,2
2038,neutral,neutral,neutral,1
2039,negative,negative,negative,0
2040,neutral,negative,negative,0
2041,positive,positive,positive,2
2042,positive,neutral,positive,2
2043,neutral,positive,positive,2
2044,neutral,neutral,neutral,1
2045,positive,positive,positive,2
2046,neutral,positive,positive,2
2047,neutral,positive,positive,2
2048,neutral,positive,positive,2
2049,positive,positive,positive,2
2050,neutral,positive,positive,2
2051,neutral,positive,positive,2
2052,positive,neutral,positive,2
2053,neutral,positive,positive,2
2054,neutral,neutral,neutral,1
2055,neutral,neutral,neutral,1
2056,neutral,neutral,neutral,1
2057,negative,neutral,negative,0
2058,neutral,neutral,neutral,1
2059,neutral,positive,positive,2
2060,neutral,neutral,neutral,1
2061,positive,positive,positive,2
2063,negative,neutral,negative,0
2064,negative,negative,negative,0
2065,positive,positive,positive,2
2067,negative,negative,negative,0
2068,negative,negative,negative,0
2069,negative,negative,negative,0
2070,negative,negative,negative,0
2071,positive,positive,positive,2
2072,positive,positive,positive,2
2073,negative,negative,negative,0
2074,positive,positive,positive,2
2075,negative,neutral,negative,0
2076,positive,neutral,positive,2
2077,neutral,neutral,neutral,1
2078,negative,negative,negative,0
2079,positive,positive,positive,2
2080,positive,positive,positive,2
2081,positive,positive,positive,2
2084,positive,neutral,positive,2
2085,neutral,positive,positive,2
2086,neutral,positive,positive,2
2087,negative,negative,negative,0
2089,neutral,positive,positive,2
2090,positive,positive,positive,2
2091,negative,negative,negative,0
2092,positive,positive,positive,2
2093,positive,positive,positive,2
2095,neutral,neutral,neutral,1
2097,positive,positive,positive,2
2098,neutral,positive,positive,2
2099,negative,negative,negative,0
2100,negative,negative,negative,0
2101,positive,positive,positive,2
2102,neutral,neutral,neutral,1
2103,positive,positive,positive,2
2105,negative,negative,negative,0
2106,positive,positive,positive,2
2107,neutral,negative,negative,0
2108,positive,positive,positive,2
2109,positive,positive,positive,2
2110,neutral,neutral,neutral,1
2111,neutral,neutral,neutral,1
